 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Cell_ID,RetractedPilusLength_Dim,RetractedPilusFrame_Dim,RetractedPilusLength_Bright,RetractedPilusFrame_Bright,StdDev,Median,Slice,Strain,Growth
1.0,cpdA-fliC-_Gasket_1_event22_tirf_RAW_Stack.tif,1442.0,255.0,255.0,255.0,,,1.0,1558.0,2724.8059999999996,4245248.0,2431.0,3048.0,137.903,208.497,439.51300000000003,156.0,2668.5,416286.0,2431.0,2991.0,182.19,3,0.0,195.07299999999998,447.735,156.0,2744.0959999999995,428079.0,2552.0,3048.0,178.31,3,0.0,0.992,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_1_event25_tirf_RAW_Stack.tif,1505.0,255.0,255.0,255.0,,,1.0,1620.0,2688.6059999999998,4355541.0,2354.0,3020.0,128.575,282.842,188.405,225.0,2623.9640000000004,590392.0,2453.0,2885.0,108.391,4,0.0,266.357,245.06400000000002,225.0,2731.8709999999996,614671.0,2595.0,2914.0,99.78,2,0.0,0.995,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_1_event3_tirf_RAW_Stack.tif,1243.0,255.0,255.0,255.0,43.413920000000005,29.855590000000003,1.0,1346.0,2824.9747399999997,3802416.0,2565.0,3163.0,114.41989,144.61379,147.79876000000002,156.0,2765.07051,431351.0,2589.0,3005.0,129.49466,5,0.0,128.08217,155.23101,156.0,2825.00641,440701.0,2565.0,3078.0,124.57875,2,0.0,0.98625,1.0,44.502179999999996,128.0,27.91256,206.0,,,,,Liquid
6.0,cpdA-fliC-_Gasket_1_event3_tirf_RAW_Stack.tif,746.0,255.0,255.0,255.0,23.50402,15.243970000000001,1.0,1689.0,2802.72291,4733799.0,2642.0,2940.0,61.35559,152.0155,362.51322999999996,112.0,2832.04464,317189.0,2782.0,2892.0,31.3183,4,0.0,159.81785,365.15782,112.0,2836.9375,317737.0,2803.0,2902.0,22.71733,1,0.0,1.01309,2.0,52.56953000000001,19.0,36.22768,1.0,,,,,Liquid
1.0,cpdA-fliC-_Gasket_1_event4_tirf_RAW_Stack.tif,272.0,255.0,255.0,255.0,29.44118,39.066179999999996,1.0,343.0,2755.87755,945266.0,2515.0,2982.0,119.95665,226.00922999999997,150.76236,52.0,2796.53846,145420.0,2705.0,2901.0,52.61084,5,0.0,252.97625,122.15705,52.0,2911.25,151385.0,2789.0,2986.0,57.939069999999994,2,0.0,1.05185,1.0,,,,,,,,,Liquid
2.0,cpdA-fliC-_Gasket_1_event4_tirf_RAW_Stack.tif,1869.0,255.0,255.0,255.0,58.595769999999995,24.09337,1.0,1994.0,2749.9664,5483433.0,2476.0,3076.0,115.93778999999999,327.20103,297.96121,293.0,2681.34812,785635.0,2490.0,2887.0,103.85733,3,0.0,271.97303999999997,302.75629,293.0,2743.88737,803959.0,2530.0,2914.0,103.00856999999999,0,0.0,0.98087,2.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_1_event5_tirf_RAW_Stack.tif,1204.0,255.0,255.0,255.0,46.797340000000005,21.93854,1.0,1302.0,2909.30415,3787914.0,2652.0,3210.0,127.18574,192.30823999999998,311.59847,112.0,2797.75893,313349.0,2652.0,2968.0,99.30518000000001,5,0.0,202.26502,304.1675,112.0,2887.46429,323396.0,2698.0,3095.0,119.76523,0,0.0,0.97244,1.0,98.7072,5.0,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_1_event6_tirf_RAW_Stack.tif,739.0,255.0,255.0,255.0,,,1.0,859.0,2658.2270000000003,2283417.0,2189.0,3283.0,248.83900000000003,270.251,168.046,21.0,2717.7140000000004,57072.0,2605.0,2917.0,93.09700000000001,6,0.0,282.221,173.25799999999998,21.0,2853.619,59926.0,2721.0,3051.0,108.37899999999999,2,0.0,1.051,1.0,52.818000000000005,11.0,116.176,79.0,0.0,255.0,1.0,,Liquid
12.0,cpdA-fliC-_Gasket_1_event6_tirf_RAW_Stack.tif,1389.0,255.0,255.0,255.0,,,1.0,1529.0,2745.6420000000003,4198087.0,2480.0,3282.0,118.95,365.23800000000006,274.536,448.0,2782.6090000000004,1246609.0,2528.0,3282.0,143.336,3,0.0,364.20099999999996,267.476,448.0,2799.808,1254314.0,2545.0,3282.0,140.378,0,0.0,1.041,2.0,0.0,0.0,0.0,0.0,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_1_event8_tirf_RAW_Stack.tif,1227.0,255.0,255.0,255.0,45.37123,36.72168,1.0,1369.0,2736.81958,3746706.0,2280.0,3130.0,140.29983000000001,362.37188,231.55077000000003,177.0,2763.78531,489190.0,2618.0,2948.0,73.23646,4,0.0,374.49421,233.07565,177.0,2798.71751,495373.0,2627.0,2960.0,103.58253,1,0.0,1.0220200000000002,1.0,64.2253,300.0,73.32424,300.0,,,,,Liquid
2.0,cpdA-fliC-_Gasket_1_event8_tirf_RAW_Stack.tif,2005.0,255.0,255.0,255.0,45.72444,51.316959999999995,1.0,2152.0,2807.88848,6042576.0,2536.0,3136.0,142.96878999999998,127.34432,401.98951,349.0,2771.47278,967244.0,2561.0,3135.0,136.87492,5,0.0,172.66688,345.63966,349.0,2847.92837,993927.0,2600.0,3112.0,134.91493,3,0.0,1.00096,2.0,86.84597,1.0,100.6755,163.0,,,,,Liquid
2.0,cpdA-fliC-_Gasket_1_event9_tirf_RAW_Stack.tif,142.0,255.0,255.0,255.0,20.16197,29.232390000000002,1.0,186.0,2805.1129,521751.0,2602.0,3050.0,127.37675,162.89023,233.50302000000002,32.0,2691.65625,86133.0,2603.0,2864.0,71.92631,4,0.0,168.60116000000002,231.69154,32.0,2836.40625,90765.0,2688.0,2997.0,98.90720999999999,2,0.0,0.9778399999999999,1.0,,,,,,,,,Liquid
2.0,cpdA-fliC-_Gasket_2_event1_tirf_RAW_Stack.tif,516.0,255.0,255.0,255.0,28.7655,45.75,1.0,629.0,2612.3290899999997,1643155.0,2421.0,2800.0,83.37488,282.90994,315.06075,69.0,2561.86957,176769.0,2428.0,2642.0,63.21507,1,0.0,304.77886,298.16081,69.0,2688.37681,185498.0,2604.0,2739.0,37.727,1,0.0,1.0062799999999998,1.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event11_tirf_RAW_Stack.tif,514.0,255.0,255.0,255.0,21.488329999999998,70.38327,1.0,585.0,2783.90085,1628582.0,2561.0,3074.0,110.40381000000001,219.37906,320.22827,69.0,2756.3913,190191.0,2569.0,2896.0,100.97295,1,0.0,201.51426,314.42854,69.0,2775.4782600000003,191508.0,2651.0,2877.0,67.63388,3,0.0,0.9915700000000001,1.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event12_tirf_RAW_Stack.tif,1646.0,255.0,255.0,255.0,,,1.0,3858.0,2714.889,10474041.0,2392.0,3079.0,109.016,187.75599999999997,272.047,577.0,2739.87,1580905.0,2536.0,3006.0,111.00399999999999,4,0.0,195.505,271.013,577.0,2783.948,1606338.0,2601.0,3006.0,92.185,1,0.0,1.025,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event13_tirf_RAW_Stack.tif,2361.0,255.0,255.0,255.0,,,1.0,2506.0,2735.211,6854438.0,2477.0,3080.0,118.296,264.749,233.798,384.0,2618.021,1005320.0,2477.0,2832.0,93.111,3,0.0,271.776,219.08700000000002,384.0,2785.117,1069485.0,2526.0,2909.0,76.71600000000001,1,0.0,0.982,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event14_tirf_RAW_Stack.tif,5162.0,255.0,255.0,255.0,,,1.0,5341.0,2728.482,14572822.0,2446.0,3036.0,116.87100000000001,300.13599999999997,133.784,1201.0,2689.7540000000004,3230395.0,2510.0,2919.0,75.775,4,0.0,300.272,160.707,1201.0,2708.737,3253193.0,2476.0,2911.0,96.031,4,0.0,0.981,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event15_tirf_RAW_Stack.tif,2980.0,255.0,255.0,255.0,,,1.0,3155.0,2720.6079999999997,8583517.0,2415.0,3384.0,160.352,289.08299999999997,411.34,616.0,2673.938,1647146.0,2415.0,3219.0,150.191,3,0.0,283.257,415.57599999999996,616.0,2713.865,1671741.0,2415.0,3219.0,148.916,2,0.0,0.9840000000000001,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event16_tirf_RAW_Stack.tif,635.0,255.0,255.0,255.0,,,1.0,1347.0,2690.909,3624654.0,2488.0,2906.0,81.63,269.879,327.596,80.0,2564.5,205160.0,2488.0,2684.0,39.846,2,0.0,260.041,333.524,80.0,2678.387,214271.0,2613.0,2782.0,39.568000000000005,1,0.0,0.971,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event17_tirf_RAW_Stack.tif,273.0,255.0,255.0,255.0,,,1.0,751.0,2689.469,2019791.0,2560.0,2809.0,55.678000000000004,294.564,267.726,69.0,2716.783,187458.0,2649.0,2771.0,47.042,3,0.0,290.145,282.687,69.0,2760.116,190448.0,2686.0,2824.0,39.23,3,0.0,1.022,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event18_tirf_RAW_Stack.tif,955.0,255.0,255.0,255.0,32.27906,34.6288,1.0,1035.0,2836.81836,2936107.0,2138.0,4017.0,453.33065999999997,378.04893,381.83378,97.0,2619.7732,254118.0,2342.0,2977.0,183.78319,4,0.0,393.24691,365.86396,97.0,2674.83505,259459.0,2355.0,3076.0,209.47383,3,0.0,0.9190299999999999,1.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event19_tirf_RAW_Stack.tif,810.0,255.0,255.0,255.0,50.33,30.322,1.0,930.0,2340.973,2177105.0,2176.0,2538.0,79.828,144.238,240.17700000000002,97.0,2338.5879999999997,226843.0,2214.0,2475.0,68.544,3,0.0,156.53,261.27299999999997,97.0,2397.814,232588.0,2238.0,2519.0,90.665,0,0.0,1.015,1.0,,,,,,,,,Liquid
2.0,cpdA-fliC-_Gasket_2_event19_tirf_RAW_Stack.tif,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2431.0,2472.675,6011072.0,1688.0,3207.0,288.57099999999997,327.375,291.844,256.0,2363.508,605058.0,2145.0,2555.0,139.141,4,0.0,321.471,301.207,256.0,2547.777,652231.0,2145.0,3133.0,297.013,2,0.0,0.991,2.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event2_tirf_RAW_Stack.tif,803.0,255.0,255.0,255.0,19.78892,49.644459999999995,1.0,887.0,2641.98196,2343438.0,2320.0,3243.0,191.90037,259.6187,317.18992000000003,69.0,2450.89855,169112.0,2320.0,2624.0,83.75299,4,0.0,263.1481,298.47188,69.0,2494.85507,172145.0,2357.0,2657.0,100.38972,2,0.0,0.9250799999999999,1.0,,,,,,,,,Liquid
2.0,cpdA-fliC-_Gasket_2_event2_tirf_RAW_Stack.tif,610.0,255.0,255.0,255.0,39.33279,53.02786999999999,1.0,674.0,2642.89021,1781308.0,1857.0,3007.0,247.7644,420.1176,465.41170999999997,137.0,2541.27737,348155.0,2086.0,2950.0,236.13252999999997,5,0.0,421.51443,438.00064000000003,137.0,2688.16058,368278.0,2457.0,2952.0,138.1322,2,0.0,0.9821700000000001,2.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event20_tirf_RAW_Stack.tif,654.0,255.0,255.0,255.0,,,1.0,757.0,2709.386,2051005.0,2541.0,2928.0,84.574,257.04900000000004,303.368,52.0,2682.327,139481.0,2541.0,2819.0,78.59100000000001,2,0.0,260.20099999999996,284.097,52.0,2746.673,142827.0,2660.0,2844.0,50.646,1,0.0,1.002,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event21_tirf_RAW_Stack.tif,2138.0,255.0,255.0,255.0,,,1.0,2280.0,2728.77,6221596.0,2398.0,3277.0,208.609,256.39599999999996,381.23900000000003,256.0,2711.758,694210.0,2398.0,3273.0,218.645,2,0.0,209.796,410.25800000000004,256.0,2739.402,701287.0,2490.0,3126.0,167.04,2,0.0,0.998,1.0,47.675,300.0,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event22_tirf_RAW_Stack.tif,1331.0,255.0,255.0,255.0,,,1.0,1499.0,2702.27,4050702.0,2483.0,2939.0,97.944,193.231,355.55800000000005,80.0,2678.5,214280.0,2589.0,2811.0,60.093,2,0.0,169.98,347.445,80.0,2783.062,222645.0,2686.0,2886.0,50.157,2,0.0,1.012,1.0,,,,,0.0,255.0,1.0,,Liquid
2.0,cpdA-fliC-_Gasket_2_event22_tirf_RAW_Stack.tif,826.0,255.0,255.0,255.0,,,1.0,1497.0,2754.823,4123970.0,2513.0,2985.0,98.67200000000001,183.054,218.32,69.0,2685.406,185293.0,2610.0,2728.0,33.637,1,0.0,165.562,218.199,69.0,2736.449,188815.0,2620.0,2866.0,74.157,1,0.0,0.982,2.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event24_tirf_RAW_Stack.tif,270.0,255.0,255.0,255.0,,,1.0,313.0,2618.61,819625.0,2203.0,2892.0,201.13299999999998,342.75699999999995,237.365,69.0,2652.072,182993.0,2217.0,2869.0,187.545,3,0.0,339.284,240.88400000000001,69.0,2740.884,189121.0,2230.0,2892.0,152.158,2,0.0,1.054,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event25_tirf_RAW_Stack.tif,1133.0,255.0,255.0,255.0,30.66328,31.2564,1.0,1230.0,2651.36016,3261173.0,2430.0,3021.0,114.05147,274.52396,283.12255,97.0,2643.9381399999997,256462.0,2451.0,2764.0,99.51725,3,0.0,268.50588999999997,292.29956,97.0,2660.82474,258100.0,2562.0,2779.0,69.68366,2,0.0,1.0004600000000001,1.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event27_tirf_RAW_Stack.tif,2771.0,255.0,255.0,255.0,37.680440000000004,43.989709999999995,1.0,2942.0,2644.52447,7780191.0,2091.0,3303.0,202.06654,277.53911,291.33757,293.0,2668.2116,781786.0,2497.0,3119.0,114.12636,2,0.0,286.44935,286.65747000000005,293.0,2686.4198,787121.0,2397.0,3303.0,199.2157,3,0.0,1.0155299999999998,1.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event29_tirf_RAW_Stack.tif,1089.0,255.0,255.0,255.0,46.05923,32.08494,1.0,1208.0,2701.30464,3263176.0,2563.0,2904.0,82.85166,288.6948,276.83097000000004,52.0,2707.90385,140811.0,2621.0,2817.0,64.09131,1,0.0,261.67169,237.9397,52.0,2729.88462,141954.0,2634.0,2834.0,50.47098,4,0.0,1.0071299999999999,1.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event30_tirf_RAW_Stack.tif,1438.0,255.0,255.0,255.0,,,1.0,1640.0,2814.187,4615267.0,2648.0,2947.0,61.751999999999995,162.51,248.15900000000002,69.0,2759.348,190395.0,2706.0,2817.0,33.701,0,0.0,154.85,272.65,69.0,2879.7540000000004,198703.0,2832.0,2925.0,24.401,0,0.0,1.002,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event31_tirf_RAW_Stack.tif,155.0,255.0,255.0,255.0,,,1.0,186.0,2839.866,528215.0,2657.0,2994.0,88.79799999999999,300.643,332.55800000000005,69.0,2819.087,194517.0,2655.0,2943.0,98.26799999999999,3,0.0,291.454,326.303,69.0,2840.812,196016.0,2688.0,2994.0,90.882,2,0.0,0.987,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event32_tirf_RAW_Stack.tif,899.0,255.0,255.0,255.0,,,1.0,982.0,2761.006,2711308.0,2543.0,3007.0,103.62799999999999,159.116,128.33700000000002,112.0,2720.125,304654.0,2621.0,2939.0,82.62200000000001,3,0.0,153.499,165.362,112.0,2809.518,314666.0,2710.0,2934.0,60.417,3,0.0,1.002,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event35_tirf_RAW_Stack.tif,2472.0,255.0,255.0,255.0,,,1.0,2661.0,2779.187,7395417.0,2483.0,3115.0,114.991,219.426,433.974,177.0,2645.864,468318.0,2509.0,2931.0,96.166,2,0.0,281.957,392.51,177.0,2839.712,502629.0,2600.0,3042.0,111.904,2,0.0,0.985,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event36_tirf_RAW_Stack.tif,870.0,255.0,255.0,255.0,,,1.0,981.0,2896.0840000000003,2841058.0,2675.0,3139.0,99.955,198.50799999999998,335.29699999999997,112.0,2853.071,319544.0,2762.0,2960.0,47.832,3,0.0,168.67,371.287,112.0,2925.455,327651.0,2716.0,3125.0,127.795,2,0.0,0.997,1.0,,,,,0.0,255.0,1.0,,Liquid
2.0,cpdA-fliC-_Gasket_2_event36_tirf_RAW_Stack.tif,284.0,255.0,255.0,255.0,,,1.0,361.0,2779.2940000000003,1003325.0,2654.0,2942.0,71.49600000000001,293.613,365.61300000000006,21.0,2763.952,58043.0,2668.0,2848.0,55.383,3,0.0,330.095,395.746,21.0,2825.2859999999996,59331.0,2763.0,2909.0,46.117,2,0.0,1.006,2.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event37_tirf_RAW_Stack.tif,2038.0,255.0,255.0,255.0,,,1.0,2169.0,2725.2259999999997,5911015.0,2558.0,2996.0,74.829,212.387,206.25400000000002,225.0,2625.991,590848.0,2558.0,2786.0,54.465,1,0.0,210.34,211.74200000000002,225.0,2627.4,591165.0,2558.0,2773.0,50.661,0,0.0,0.955,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event38_tirf_RAW_Stack.tif,3458.0,255.0,255.0,255.0,,,1.0,3603.0,1927.04,6943125.0,1784.0,2052.0,46.571000000000005,264.113,300.582,156.0,1855.1029999999998,289396.0,1784.0,1953.0,46.008,4,0.0,262.954,342.532,156.0,1884.744,294020.0,1809.0,1953.0,37.931,1,0.0,0.968,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event39_tirf_RAW_Stack.tif,198.0,255.0,255.0,255.0,,,1.0,235.0,2886.8340000000003,678406.0,2678.0,3279.0,144.076,164.317,288.58299999999997,37.0,2822.135,104419.0,2678.0,2980.0,87.238,2,0.0,156.827,271.968,37.0,2856.9190000000003,105706.0,2751.0,2920.0,53.592,1,0.0,0.976,1.0,,,,,0.0,255.0,1.0,,Liquid
2.0,cpdA-fliC-_Gasket_2_event4_tirf_RAW_Stack.tif,0.0,0.0,0.0,0.0,0.0,0.0,1.0,258.0,2620.298,676037.0,2195.0,2943.0,232.52,342.44300000000004,239.076,21.0,2766.5240000000003,58097.0,2628.0,2879.0,64.569,3,0.0,330.75,225.75,21.0,2827.4759999999997,59377.0,2705.0,2943.0,86.991,2,0.0,1.082,1.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event40_tirf_RAW_Stack.tif,205.0,255.0,255.0,255.0,,,1.0,270.0,2689.522,726171.0,2521.0,2830.0,82.148,256.355,232.65900000000002,21.0,2541.238,53366.0,2521.0,2604.0,20.791999999999998,3,0.0,265.119,223.562,21.0,2671.238,56096.0,2620.0,2715.0,31.724,1,0.0,0.9640000000000001,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event41_tirf_RAW_Stack.tif,1460.0,255.0,255.0,255.0,,,1.0,1600.0,2814.507,4503211.0,2521.0,3136.0,145.058,124.73700000000001,312.414,177.0,2761.4970000000003,488785.0,2577.0,2953.0,105.08200000000001,3,0.0,140.701,285.676,177.0,2892.079,511898.0,2674.0,3112.0,126.167,3,0.0,1.006,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event44_tirf_RAW_Stack.tif,3075.0,255.0,255.0,255.0,,,1.0,3225.0,2720.361,8773164.0,2590.0,2873.0,49.797,317.265,303.132,177.0,2732.1809999999996,483596.0,2633.0,2825.0,43.467,2,0.0,315.073,346.111,177.0,2753.469,487364.0,2696.0,2796.0,26.031,0,0.0,1.0090000000000001,1.0,,,,,0.0,255.0,1.0,,Liquid
2.0,cpdA-fliC-_Gasket_2_event44_tirf_RAW_Stack.tif,551.0,255.0,255.0,255.0,,,1.0,616.0,2780.813,1712981.0,1828.0,4095.0,707.2539999999999,393.657,284.072,52.0,2334.635,121401.0,1996.0,2710.0,221.37900000000002,4,0.0,394.295,271.421,52.0,2738.3459999999995,142394.0,1979.0,3983.0,546.694,1,0.0,0.8959999999999999,2.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event45_tirf_RAW_Stack.tif,1497.0,255.0,255.0,255.0,,,1.0,1675.0,2733.615,4578805.0,2460.0,2911.0,93.969,220.63099999999997,211.12099999999998,32.0,2781.031,88993.0,2697.0,2839.0,45.31100000000001,3,0.0,229.81900000000002,207.058,32.0,2783.344,89067.0,2721.0,2854.0,41.863,3,0.0,1.018,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,cpdA-fliC-_Gasket_2_event5_tirf_RAW_Stack.tif,295.0,255.0,255.0,255.0,19.71695,45.13729,1.0,359.0,2776.0696399999997,996609.0,2514.0,3183.0,164.89338999999998,190.06089,232.44926,52.0,2756.63462,143345.0,2609.0,2886.0,91.1577,4,0.0,182.0018,257.30665,52.0,2783.51923,144743.0,2510.0,3160.0,205.34098999999998,2,0.0,0.9969600000000001,1.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event7_tirf_RAW_Stack.tif,1393.0,255.0,255.0,255.0,19.73116,39.32986,1.0,1535.0,2666.4873,4093058.0,2214.0,3016.0,186.35091,67.89536,281.94075,69.0,2666.86957,184014.0,2512.0,2775.0,82.4728,5,0.0,111.18511000000001,266.21431,69.0,2733.7101399999997,188626.0,2632.0,2905.0,83.7988,2,0.0,1.01395,1.0,,,,,,,,,Liquid
2.0,cpdA-fliC-_Gasket_2_event7_tirf_RAW_Stack.tif,1564.0,255.0,255.0,255.0,52.31586,48.34271,1.0,1776.0,2657.0996600000003,4719009.0,2345.0,2940.0,111.83028999999999,355.53524,207.34075,37.0,2614.27027,96728.0,2567.0,2752.0,46.12101,2,0.0,407.31356,147.48713999999998,37.0,2745.18919,101572.0,2662.0,2803.0,40.52012,0,0.0,1.00889,2.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event8_tirf_RAW_Stack.tif,950.0,255.0,255.0,255.0,33.28105,42.348420000000004,1.0,1061.0,1984.02168,2105047.0,1802.0,2114.0,70.55884,156.57567,251.19142999999997,156.0,1996.48077,311451.0,1907.0,2114.0,57.25703000000001,4,0.0,160.6486,245.10572000000002,156.0,2045.90385,319161.0,1956.0,2114.0,35.6209,2,0.0,1.02675,1.0,,,,,,,,,Liquid
1.0,cpdA-fliC-_Gasket_2_event9_tirf_RAW_Stack.tif,561.0,255.0,255.0,255.0,,,1.0,635.0,1274.5919999999999,809366.0,1067.0,1482.0,94.28,251.767,248.363,69.0,1210.565,83529.0,1164.0,1306.0,32.871,2,0.0,274.06,230.90900000000002,69.0,1336.8120000000001,92240.0,1229.0,1433.0,55.231,2,0.0,0.9990000000000001,1.0,,,,,0.0,255.0,1.0,,Liquid
1.0,pilG-cpdA-fliC-_1hsol_ Gasket_0_event4_tirf_RAW_Stack.tif,1259.0,255.0,255.0,255.0,28.291,43.873000000000005,1.0,1352.0,2660.428,3596898.0,2326.0,3163.0,192.769,370.486,375.21,112.0,2588.241,289883.0,2437.0,2762.0,96.36399999999999,0,0.0,369.091,370.786,112.0,2624.491,293943.0,2460.0,2892.0,107.803,0,0.0,0.976,1.0,,,,,,,,,Solid
2.0,pilG-cpdA-fliC-_1hsol_ Gasket_0_event4_tirf_RAW_Stack.tif,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1380.0,2495.488,3443773.0,2258.0,2834.0,133.394,166.645,93.572,421.0,2477.824,1043164.0,2258.0,2834.0,150.328,0,0.0,182.63299999999998,134.70600000000002,421.0,2520.368,1061075.0,2324.0,2743.0,114.346,0,0.0,1.004,2.0,,,,,,,,,Solid
1.0,pilG-cpdA-fliC-_1hsol_ Gasket_0_event5_tirf_RAW_Stack.tif,2455.0,255.0,255.0,255.0,,,1.0,2580.0,2242.468,5785568.0,2044.0,2508.0,93.07700000000001,234.365,244.676,256.0,2224.527,569479.0,2078.0,2508.0,98.646,0,0.0,188.886,258.673,256.0,2243.645,574373.0,2089.0,2463.0,107.145,0,0.0,0.995,1.0,,,,,0.0,255.0,1.0,,Solid
1.0,pilG-cpdA-fliC-_1hsol_ Gasket_0_event6_tirf_RAW_Stack.tif,1836.0,255.0,255.0,255.0,,,1.0,1972.0,2306.165,4547758.0,1974.0,2695.0,169.079,418.535,292.289,137.0,2264.737,310269.0,2108.0,2382.0,75.107,0,0.0,422.124,281.828,137.0,2319.007,317704.0,2192.0,2493.0,80.39,0,0.0,0.993,1.0,,,,,0.0,255.0,1.0,,Solid
1.0,pilG-cpdA-fliC-_1hsol_ Gasket_0_event7_tirf_RAW_Stack.tif,2075.0,255.0,255.0,255.0,,,1.0,2214.0,2304.215,5101532.0,2083.0,2614.0,104.361,283.741,351.88199999999995,316.0,2285.506,722220.0,2127.0,2592.0,118.98899999999999,0,0.0,291.47700000000003,342.074,316.0,2312.506,730752.0,2127.0,2544.0,77.361,0,0.0,0.997,1.0,,,,,0.0,255.0,1.0,,Solid
1.0,pilG-cpdA-fliC-_1hsol_ Gasket_0_event8_tirf_RAW_Stack.tif,1042.0,255.0,255.0,255.0,,,1.0,1145.0,2120.803,2428319.0,1977.0,2327.0,69.991,305.916,258.897,225.0,2092.667,470850.0,1977.0,2242.0,77.60300000000001,0,0.0,325.754,309.233,225.0,2113.844,475615.0,2000.0,2327.0,86.723,0,0.0,0.986,1.0,,,,,0.0,255.0,1.0,,Solid
1.0,pilG-cpdA-fliC-_1hsol_ Gasket_0_event9_tirf_RAW_Stack.tif,1498.0,255.0,255.0,255.0,48.33511,24.56943,1.0,1598.0,2694.82353,4306328.0,2467.0,2935.0,92.81459,287.03754,277.0713,69.0,2640.0,182160.0,2557.0,2804.0,53.53476,0,0.0,282.11798999999996,263.22212,69.0,2721.4782600000003,187782.0,2637.0,2809.0,47.87717,0,0.0,0.9942799999999999,1.0,,,,,,,,,Solid
1.0,pilG-cpdA-fliC-_2hsol_ Gasket_0_event12_tirf_RAW_Stack.tif,1453.0,255.0,255.0,255.0,,,1.0,1564.0,2685.651,4200358.0,2408.0,3233.0,195.477,282.845,225.82,256.0,2676.465,685175.0,2421.0,3052.0,170.61,1,0.0,261.026,274.678,256.0,2716.4959999999996,695423.0,2496.0,3233.0,213.399,1,0.0,1.006,1.0,82.462,5.0,35.075,20.0,0.0,255.0,1.0,,Solid
